group,score
Group B,105.52
Group B,95.1
Group B,98.36
Group B,77.41
Group B,84.1
Group B,95.25
Group B,112.12
Group B,114.76
Group B,80.03
Group B,81.85
Group B,98.53
Group B,102.46
Group B,100.16
Group B,97.24
Group B,91.48
Group B,103.71
Group B,78.65
Group B,132.56
Group B,114.68
Group B,87.53
Group B,68.29
Group B,91.37
Group B,107.52
Group B,117.85
Group B,105.3
Group B,107.74
Group B,98.65
Group B,102.62
Group B,108.78
Group B,101.16
Group B,91.27
Group B,102.19
Group B,97.81
Group B,92.15
Group B,84.19
Group B,103.84
Group B,103.44
Group B,98.06
Group B,105.16
Group B,80.59
Group B,100.06
Group B,100.51
Group B,111.52
Group B,112.68
Group B,91.2
Group B,85.67
Group B,104.28
Group B,82.21
Group B,101.29
Group B,106.68
Group B,107.75
Group B,114.4
Group B,103.26
Group B,105.53
Group B,107.36
Group B,68.69
Group B,114.57
Group B,92.43
Group B,94.32
Group B,105.96
Group B,113.74
Group B,99.63
Group B,100.98
Group B,87.94
Group B,89.82
Group B,75.87
Group B,108.4
Group B,88.35
Group B,120.16
Group B,127.79
Group B,82.92
Group B,103.13
Group B,116.7
Group B,140.09
Group B,133.04
Group B,98.63
Group B,85.77
Group B,64.44
Group B,85.13
Group B,111.37
Group B,96.71
Group B,121.97
Group B,109.16
Group B,110.98
Group B,89.28
Group B,94.28
Group B,107.79
Group B,91.24
Group B,98.09
Group B,122.72
Group B,82.7
Group B,82.54
Group B,103.51
Group B,127.09
Group B,103.28
Group B,105.11
Group B,106.15
Group B,98.18
Group B,84.72
Group B,86.09
Group B,85.9
Group B,102.96
Group B,88.39
Group B,128.62
Group B,96.72
Group B,113.58
Group B,99.28
Group B,72.51
Group B,100.66
Group B,98.16
Group B,87.88
Group B,106.11
Group B,98.76
Group B,115.31
Group B,88.94
Group B,87.33
Group B,87.99
Group B,90.3
Group B,99.22
Group B,112.64
Group B,111.02
Group B,144.23
Group B,112.62
Group B,122.87
Group B,111.15
Group B,88.88
Group B,103.18
Group B,95.96
Group B,91.1
Group B,106.0
Group B,108.3
Group B,108.49
Group B,112.73
Group B,104.02
Group B,108.67
Group B,109.09
Group B,101.59
Group B,102.26
Group B,99.04
Group B,111.41
Group B,116.72
Group B,86.87
Group B,107.64
Group B,68.65
Group B,109.04
Group B,117.57
Group B,104.14
Group B,121.77
Group B,104.46
Group B,72.51
Group B,85.51
Group B,97.94
Group B,126.47
Group B,87.0
Group B,85.44
Group B,135.26
Group B,101.77
Group B,103.81
Group B,114.1
Group B,97.29
Group B,108.75
Group B,89.61
Group B,113.39
Group B,106.78
Group B,94.21
Group B,110.12
Group B,114.89
Group B,124.52
Group B,134.21
Group B,93.75
Group B,95.5
Group B,88.02
Group B,88.05
Group B,99.96
Group B,109.44
Group B,94.23
Group B,133.65
Group B,117.03
Group B,85.28
Group B,93.22
Group B,87.86
Group B,103.77
Group B,107.87
Group B,139.78
Group B,101.65
Group B,88.36
Group B,99.46
Group B,101.39
Group B,111.64
Group B,125.03
Group B,111.25
Group B,98.72
Group B,107.18
Group B,117.85
Group B,105.88
Group B,102.94
Group B,104.38
Group B,106.9
Group B,81.55
Group B,99.45
Group B,92.87
Group B,99.24
Group B,75.52
Group B,118.12
Group B,96.24
Group B,95.83
Group B,112.8
Group B,114.09
Group B,112.96
Group B,135.25
Group B,124.3
Group B,107.62
Group B,97.06
Group B,110.02
Group B,117.89
Group B,121.04
Group B,122.69
Group B,96.65
Group B,92.62
Group B,129.55
Group B,95.03
Group B,114.09
Group B,125.99
Group B,103.58
Group B,104.58
Group B,100.21
Group B,105.44
Group B,91.71
Group B,117.21
Group B,76.23
Group B,119.27
Group B,102.24
Group B,129.0
Group B,65.61
Group B,118.39
Group B,89.75
Group B,102.68
Group B,109.74
Group B,96.71
Group B,110.03
Group B,108.25
Group B,98.97
Group B,110.84
Group B,88.4
Group B,97.79
Group B,95.58
Group B,83.52
Group B,98.21
Group B,121.37
Group B,87.74
Group B,72.72
Group B,79.49
Group B,79.26
Group B,108.7
Group B,92.56
Group B,123.9
Group B,128.45
Group B,95.0
Group B,99.73
Group B,116.44
Group B,104.08
Group B,105.6
Group B,112.66
Group B,72.82
Group B,77.85
Group B,82.71
Group B,106.02
Group B,102.34
Group B,96.74
Group B,115.8
Group B,86.85
Group B,90.73
Group B,95.4
Group B,110.48
Group B,132.21
Group B,93.83
Group B,114.01
Group B,97.3
Group B,113.69
Group B,111.11
Group B,127.9
Group B,80.38
Group B,100.11
Group B,92.46
Group B,112.37
Group B,89.06
Group B,113.73
Group B,96.93
Group B,130.92
Group B,125.0
Group B,101.94
Group B,100.67
Group B,104.37
Group B,108.44
Group B,111.92
Group B,92.34
Group B,131.89
Group B,94.64
Group B,95.62
Group B,88.81
Group B,112.31
Group B,88.39
Group B,96.1
Group B,108.33
Group B,81.8
Group B,110.84
Group B,91.04
Group B,137.06
Group B,100.68
Group B,89.96
Group B,86.15
Group B,94.87
Group B,91.53
Group B,86.68
Group B,99.23
Group B,104.21
Group B,80.11
Group B,101.06
Group B,92.08
Group B,107.66
Group B,96.45
Group B,76.48
Group B,97.49
Group B,121.11
Group B,125.55
Group B,97.16
Group B,98.42
Group B,115.19
Group B,71.81
Group B,94.95
Group B,93.9
Group B,108.04
Group B,81.16
Group B,88.27
Group B,92.71
Group B,91.46
Group B,81.96
Group B,107.48
Group B,118.9
Group B,119.81
Group B,106.95
Group B,129.31
Group B,124.87
Group B,67.14
Group B,90.89
Group B,93.26
Group B,115.35
Group B,96.94
Group B,105.38
Group B,104.34
Group B,79.23
Group B,75.32
Group B,113.05
Group B,85.4
Group B,102.65
Group B,96.43
Group B,84.57
Group B,103.06
Group B,120.15
Group B,88.0
Group B,63.98
Group B,115.82
Group B,103.76
Group B,116.0
Group B,112.26
Group B,95.05
Group B,96.41
Group B,104.88
Group B,104.4
Group B,100.53
Group B,112.02
Group B,70.3
Group B,76.17
Group B,86.05
Group B,112.86
Group B,93.51
Group B,111.42
Group B,85.95
Group B,107.7
Group B,125.59
Group B,90.28
Group B,115.3
Group B,126.04
Group B,95.28
Group B,73.04
Group B,103.92
Group B,118.9
Group B,80.71
Group B,94.07
Group B,92.2
Group B,129.58
Group B,91.99
Group B,84.52
Group B,100.69
Group B,92.84
Group B,106.78
Group B,98.29
Group B,62.9
Group B,139.43
Group B,118.93
Group B,103.74
Group B,114.43
Group B,87.32
Group B,107.51
Group B,95.44
Group B,98.92
Group B,123.21
Group B,93.89
Group B,121.12
Group B,125.28
Group B,75.97
Group B,83.49
Group B,120.95
Group B,67.17
Group B,83.89
Group B,119.07
Group B,100.9
Group B,113.4
Group B,70.34
Group B,76.48
Group B,86.54
Group B,109.31
Group B,113.09
Group B,97.01
Group B,106.85
Group B,100.12
Group B,124.74
Group B,87.65
Group B,83.06
Group B,123.9
Group B,96.62
Group B,91.25
Group B,124.3
Group B,108.65
Group B,113.76
Group B,82.64
Group B,108.3
Group B,102.1
Group B,92.1
Group B,109.36
Group B,107.97
Group B,102.54
Group B,122.22
Group B,105.33
Group B,129.35
Group B,99.7
Group B,80.03
Group B,124.63
Group B,114.88
Group B,121.51
Group B,132.86
Group B,105.71
Group B,107.88
Group B,127.97
Group B,120.1
Group B,90.99
Group B,102.13
Group B,110.14
Group B,93.36
Group B,76.72
Group B,96.59
Group B,105.25
Group B,114.53
Group B,119.26
Group B,98.84
Group B,86.58
Group B,89.75
Group B,105.42
Group B,121.85
Group B,79.13
Group B,99.3
Group B,111.29
Group B,114.36
Group B,99.6
Group B,111.19
Group B,91.93
Group B,102.37
Group B,96.98
Group B,82.48
Group B,84.19
Group B,136.73
Group B,124.98
Group B,88.4
Group B,110.34
Group B,115.21
Group B,96.56
Group B,104.22
Group B,119.24
Group B,107.81
Group B,99.18
Group B,81.82
Group B,123.53
Group B,98.73
Group B,116.38
Group B,121.73
Group B,83.12
Group B,98.77
Group B,64.9
Group B,108.4
Group B,68.75
Group B,90.55
Group B,85.38
Group B,107.01
Group B,91.87
Group B,104.65
Group B,73.97
Group B,107.15
Group B,113.5
Group B,98.17
Group B,93.44
Group B,89.62
Group B,111.58
Group B,87.89
Group B,97.43
Group B,88.96
Group B,113.58
Group B,94.03
Group B,81.25
Group B,105.69
Group B,98.16
Group B,90.34
Group B,95.48
Group B,99.87
Group B,100.56
Group B,117.25
Group B,96.53
Group B,114.38
Group B,75.04
Group B,127.69
Group B,114.67
Group B,94.54
Group B,94.74
Group B,113.73
Group B,74.71
Group B,82.21
Group B,77.33
Group B,89.56
Group B,95.91
Group B,92.4
Group B,105.7
Group B,77.81
Group B,109.5
Group B,86.65
Group B,107.73
Group B,113.08
Group B,102.61
Group B,111.36
Group B,112.25
Group B,78.54
Group B,90.89
Group B,108.03
Group B,120.9
Group B,124.8
Group B,116.28
Group B,115.36
Group B,100.85
Group B,113.02
Group B,92.16
Group B,102.6
Group B,93.47
Group B,127.62
Group B,109.83
Group B,125.36
Group B,102.31
Group B,108.51
Group B,79.86
Group B,118.75
Group B,97.16
Group B,81.07
Group B,95.39
Group B,106.82
Group B,98.32
Group B,119.24
Group B,120.49
Group B,114.01
Group B,114.63
Group B,116.07
Group B,117.64
Group B,84.31
Group B,111.42
Group B,115.49
Group B,98.49
Group B,82.61
Group B,95.9
Group B,92.77
Group B,101.13
Group B,71.3
Group B,96.53
Group B,86.84
Group B,121.85
Group B,77.12
Group B,99.4
Group B,86.79
Group B,97.21
Group B,117.03
Group B,113.33
Group B,90.35
Group B,96.62
Group B,96.5
Group B,102.5
Group B,110.24
Group B,97.4
Group B,115.03
Group B,109.06
Group B,102.02
Group B,76.95
Group B,97.92
Group B,96.92
Group B,97.26
Group B,86.89
Group B,79.91
Group B,85.59
Group B,86.13
Group B,101.33
Group B,88.89
Group B,110.69
Group B,97.74
Group B,105.91
Group B,115.89
Group B,82.11
Group B,95.58
Group B,105.87
Group B,119.0
Group B,100.12
Group B,94.0
Group B,116.1
Group B,91.23
Group B,102.77
Group B,92.34
Group B,106.49
Group B,112.58
Group B,88.2
Group B,120.95
Group B,104.8
Group B,119.6
Group B,104.54
Group B,106.53
Group B,112.43
Group B,104.74
Group B,101.39
Group B,96.7
Group B,98.42
Group B,108.75
Group B,62.93
Group B,88.74
Group B,100.67
Group B,89.55
Group B,81.44
Group B,93.82
Group B,85.5
Group B,76.92
Group B,115.57
Group B,117.49
Group B,93.78
Group B,106.46
Group B,88.32
Group B,82.28
Group B,118.03
Group B,106.73
Group B,95.38
Group B,92.88
Group B,97.44
Group B,84.81
Group B,95.72
Group B,114.79
Group B,118.91
Group B,96.18
Group B,117.98
Group B,98.43
Group B,101.08
Group B,89.03
Group B,90.66
Group B,84.67
Group B,100.16
Group B,93.26
Group B,104.05
Group B,118.02
Group B,87.37
Group B,119.92
Group B,117.06
Group B,111.83
Group B,93.4
Group B,98.76
Group B,113.7
Group B,84.41
Group B,107.28
Group B,86.4
Group B,114.59
Group B,89.74
Group B,102.39
Group B,100.27
Group B,85.97
Group B,96.42
Group B,108.01
Group B,70.11
Group B,96.54
Group B,89.71
Group B,124.03
Group B,97.12
Group B,116.83
Group B,89.9
Group B,90.33
Group B,107.76
Group B,91.38
Group B,106.93
Group B,89.53
Group B,129.03
Group B,90.95
Group B,95.76
Group B,87.36
Group B,93.32
Group B,102.76
Group B,96.78
Group B,91.88
Group B,110.09
Group B,108.66
Group B,89.58
Group B,109.38
Group B,110.5
Group B,138.83
Group B,122.41
Group B,115.25
Group B,85.08
Group B,110.58
Group B,71.65
Group B,102.11
Group B,77.76
Group B,96.75
Group B,90.26
Group B,102.53
Group B,117.27
Group B,71.97
Group B,107.15
Group B,110.61
Group B,93.91
Group B,87.95
Group B,100.73
Group B,100.47
Group B,98.75
Group B,93.88
Group B,97.73
Group B,104.99
Group B,133.26
Group B,114.54
Group B,97.74
Group B,77.82
Group B,119.13
Group B,109.91
Group B,119.99
Group B,120.87
Group B,92.29
Group B,74.89
Group B,108.87
Group B,107.17
Group B,109.86
Group B,118.21
Group B,116.14
Group B,114.3
Group B,108.16
Group B,113.49
Group B,114.02
Group B,100.07
Group B,98.47
Group B,89.17
Group B,77.44
Group B,94.91
Group B,113.94
Group B,129.21
Group B,93.24
Group B,116.93
Group B,100.4
Group B,101.26
Group B,109.06
Group B,88.1
Group B,119.45
Group B,93.65
Group B,93.77
Group B,77.19
Group B,103.22
Group B,99.91
Group B,110.46
Group B,105.02
Group B,108.25
Group B,107.28
Group B,89.05
Group B,103.69
Group B,103.52
Group B,77.92
Group B,102.17
Group B,110.34
Group B,98.97
Group B,95.76
Group B,91.38
Group B,107.83
Group B,82.46
Group B,96.88
Group B,125.36
Group B,111.84
Group B,92.35
Group B,110.04
Group B,83.73
Group B,115.21
Group B,104.18
Group B,99.58
Group B,85.95
Group B,103.5
Group B,90.35
Group B,87.44
Group B,85.94
Group B,122.33
Group B,65.76
Group B,111.26
Group B,104.37
Group B,82.09
Group B,88.55
Group B,85.8
Group B,107.71
Group B,119.65
Group B,125.82
Group B,103.75
Group B,98.51
Group B,103.46
Group B,101.39
Group B,108.87
Group B,103.39
Group B,121.9
Group B,135.76
Group B,96.8
Group B,109.38
Group B,81.46
Group B,87.57
Group B,117.15
Group B,95.45
Group B,108.34
Group B,91.1
Group B,106.18
Group B,91.38
Group B,110.34
Group B,111.48
Group B,120.06
Group B,90.12
Group B,97.61
Group B,111.51
Group B,109.96
Group B,120.37
Group B,105.71
Group B,74.29
Group B,109.33
Group B,81.69
Group B,78.42
Group B,86.84
Group B,121.0
Group B,109.71
Group B,103.65
Group B,93.34
Group B,124.26
Group B,101.85
Group B,84.58
Group B,103.04
Group B,100.15
Group B,81.22
Group B,104.64
Group B,83.38
Group B,78.39
Group B,103.65
Group B,107.33
Group B,117.18
Group B,112.89
Group B,108.15
Group B,86.25
Group B,88.6
Group B,103.94
Group B,106.95
Group B,93.09
Group B,87.32
Group B,133.37
Group B,113.78
Group B,81.38
Group B,109.78
Group B,103.37
Group B,107.28
Group B,110.99
Group B,84.94
Group B,113.58
Group B,100.04
Group B,109.83
Group B,102.8
Group B,87.94
Group B,111.86
Group B,88.74
Group B,101.76
Group B,105.46
Group B,121.12
Group B,89.03
Group B,96.82
Group B,110.41
Group B,100.59
Group B,103.63
Group B,76.62
Group B,69.54
Group B,97.48
Group B,89.75
Group B,80.61
Group B,117.68
Group B,122.59
Group B,105.3
Group B,108.41
Group B,102.23
Group B,85.73
Group B,101.41
Group B,109.01
Group B,113.61
Group B,112.21
Group B,100.72
Group B,130.05
Group B,105.72
Group B,122.22
Group B,132.95
Group B,77.77
Group B,88.98
Group B,121.13
Group B,90.43
Group B,116.48
Group B,93.7
Group B,86.26
Group B,71.53
Group B,86.6
Group B,123.57
Group B,105.08
Group B,102.43
Group B,109.58
Group B,106.88
Group B,119.02
Group B,112.07
Group B,70.89
Group B,102.19
Group B,88.66
Group B,90.09
Group B,99.0
Group B,113.74
Group B,107.63
Group B,79.99
Group B,89.45
Group B,104.69
Group B,107.08
Group B,115.06
Group B,77.77
Group B,87.37
Group B,101.46
Group B,94.98
Group B,106.29
Group B,80.79
Group B,98.2
Group B,103.05
Group B,111.84
Group B,60.97
Group B,98.05
Group B,122.62
Group B,101.24
Group B,97.06
Group B,119.03
Group B,122.57
Group B,97.08
Group B,102.64
Group B,102.7
Group B,87.94
Group B,119.66
Group B,88.4
Group B,108.69
Group B,97.17
Group B,100.85
Group B,110.59
Group B,85.06
Group B,98.3
Group B,93.84
Group B,92.72
Group B,132.29
Group B,89.81
Group B,91.29
Group B,106.65
Group B,101.9
Group B,88.09
Group B,108.73
Group B,96.95
Group B,104.8
Group B,98.24
Group B,99.41
Group B,106.86
Group B,108.06
Group B,119.74
Group B,92.4
Group B,72.35
Group B,98.21
Group B,79.96
Group B,113.03
Group B,90.91
Group B,111.12
Group B,88.57
Group B,97.63
Group B,112.38
Group B,137.71
Group B,119.6
Group B,112.0
Group B,98.88
Group B,75.66
Group B,83.06
Group B,113.19
Group B,89.57
Group B,90.52
Group B,109.02
Group B,107.72
Group B,86.74
Group B,83.22
Group B,102.2
Group B,82.42
Group B,106.33
Group B,103.74
Group B,90.16
Group B,108.95
Group B,106.53
Group B,120.09
Group B,122.33
Group B,87.19
Group B,80.3
Group B,97.52
Group B,91.95
Group B,78.51
Group B,87.51
Group B,96.55
Group B,77.48
Group B,112.69
Group B,100.21
Group B,124.52
Group B,102.03
Group B,111.42
Group B,103.13
Group B,90.77
Group B,102.48
Group B,120.45
Group B,97.83
Group B,112.03
Group B,111.56
Group B,113.43
Group B,86.92
Group B,79.7
Group B,89.97
Group B,127.46
Group B,124.55
Group B,91.26
Group B,75.35
Group B,91.76
Group B,98.57
Group B,100.38
Group B,114.36
Group B,67.8
Group B,71.2
Group B,105.17
Group B,111.82
Group B,96.55
Group B,68.69
Group B,78.07
Group B,74.29
Group B,96.68
Group B,85.2
Group B,84.86
Group B,93.87
Group B,112.83
Group B,114.86
Group B,111.26
Group B,87.02
Group B,106.76
Group B,91.32
Group B,83.62
Group B,116.48
Group B,74.45
Group B,118.3
Group B,100.18
Group B,86.09
Group B,118.84
Group B,65.32
Group B,88.32
Group B,92.14
Group B,75.97
Group B,124.55
Group B,110.58
Group B,102.81
Group B,100.55
Group B,91.78
Group B,120.28
Group B,116.71
Group B,78.38
Group B,106.77
Group B,125.06
Group B,95.77
Group B,104.02
Group B,119.95
Group B,89.67
Group B,77.29
Group B,102.44
Group B,100.18
Group B,86.49
Group B,72.08
Group B,116.94
Group B,125.69
Group B,94.05
Group B,123.74
Group B,87.95
Group B,108.31
Group B,110.52
Group B,101.8
Group B,98.36
Group B,63.63
Group B,129.34
Group B,100.17
Group B,100.67
Group B,105.97
Group B,82.36
Group B,120.56
Group B,90.24
Group B,100.57
Group B,91.57
Group B,87.26
Group B,104.66
Group B,94.66
Group B,115.22
Group B,97.99
Group B,102.3
Group B,94.27
Group B,96.12
Group B,126.34
Group B,125.57
Group B,87.57
Group B,112.72
Group B,99.59
Group B,118.12
Group B,115.4
Group B,79.44
Group B,94.47
Group B,111.7
Group B,98.78
Group B,111.69
Group B,88.19
Group B,92.88
Group B,112.55
Group B,107.63
Group B,106.07
Group B,107.01
Group B,88.69
Group B,89.82
Group B,125.3
Group B,101.45
Group B,116.8
Group B,94.93
Group B,93.87
Group B,97.72
Group B,122.58
Group B,108.04
Group B,68.39
Group B,76.83
Group B,126.27
Group B,83.76
Group B,100.65
Group B,114.05
Group B,73.83
Group B,78.93
Group B,96.15
Group B,100.97
Group B,114.9
Group B,95.74
Group B,87.47
Group B,90.72
Group B,94.48
Group B,109.51
Group B,99.4
Group B,112.42
Group B,122.55
Group B,121.0
Group B,101.92
Group B,68.68
Group B,89.86
Group B,106.62
Group B,129.96
Group B,86.54
Group B,97.1
Group B,108.94
Group B,105.72
Group B,107.28
Group B,93.3
Group B,105.68
Group B,108.15
Group B,86.27
Group B,99.1
Group B,74.21
Group B,90.54
Group B,111.47
Group B,105.61
Group B,113.05
Group B,95.83
Group B,82.38
Group B,98.97
Group B,116.63
Group B,93.63
Group B,98.93
Group B,99.83
Group B,85.0
Group B,87.29
Group B,119.4
Group B,107.93
Group B,80.33
Group B,87.83
Group B,93.73
Group B,107.97
Group B,89.61
Group B,105.6
Group B,103.03
Group B,79.05
Group B,91.31
Group B,92.6
Group B,85.23
Group B,102.73
Group B,109.34
Group B,89.1
Group B,98.73
Group B,99.83
Group B,87.03
Group B,105.23
Group B,105.05
Group B,111.68
Group B,87.35
Group B,107.02
Group B,110.14
Group B,111.93
Group B,124.78
Group B,91.58
Group B,100.63
Group B,88.83
Group B,119.17
Group B,89.09
Group B,95.88
Group B,82.64
Group B,104.56
Group B,90.87
Group B,110.63
Group B,114.39
Group B,148.3
Group B,91.66
Group B,95.47
Group B,98.67
Group B,110.35
Group B,131.01
Group B,84.81
Group B,107.27
Group B,101.96
Group B,92.61
Group B,125.98
Group B,96.16
Group B,87.68
Group B,98.82
Group B,114.58
Group B,95.15
Group B,92.95
Group B,86.67
Group B,99.62
Group B,105.88
Group B,102.67
Group B,105.46
Group B,91.41
Group B,66.81
Group B,78.46
Group B,124.67
Group B,112.41
Group B,137.33
Group B,113.29
Group B,91.68
Group B,94.34
Group B,86.92
Group B,103.45
Group B,115.48
Group B,108.46
Group B,102.7
Group B,113.25
Group B,85.66
Group B,77.17
Group B,87.22
Group B,123.69
Group B,94.76
Group B,101.6
Group B,109.62
Group B,115.79
Group B,101.52
Group B,102.02
Group B,61.24
Group B,83.43
Group B,101.03
Group B,102.53
Group B,65.39
Group B,101.41
Group B,111.41
Group B,97.94
Group B,83.99
Group B,95.01
Group B,117.1
Group B,105.37
Group B,123.82
Group B,96.6
Group B,105.25
Group B,102.97
Group B,85.19
Group B,75.97
Group B,108.63
Group B,113.1
Group B,155.64
Group B,93.29
Group B,79.96
Group B,100.16
Group B,82.03
Group B,74.31
Group B,107.22
Group B,103.49
Group B,115.69
Group B,109.56
Group B,108.05
Group B,103.56
Group B,91.79
Group B,107.47
Group B,66.42
Group B,93.59
Group B,87.78
Group B,122.88
Group B,108.86
Group B,81.95
Group B,97.85
Group B,78.04
Group B,116.22
Group B,90.06
Group B,83.0
Group B,71.35
Group B,98.06
Group B,87.5
Group B,118.42
Group B,109.05
Group B,87.22
Group B,119.4
Group B,95.37
Group B,103.21
Group B,90.15
Group B,114.6
Group B,100.4
Group B,141.25
Group B,105.1
Group B,121.35
Group B,127.09
Group B,60.31
Group B,119.33
Group B,106.53
Group B,103.73
Group B,80.89
Group B,114.65
Group B,104.4
Group B,98.99
Group B,105.78
Group B,85.57
Group B,99.19
Group B,90.74
Group B,109.39
Group B,107.88
Group B,110.71
Group B,87.42
Group B,99.57
Group B,101.68
Group B,113.66
Group B,104.14
Group B,127.45
Group B,87.04
Group B,89.46
Group B,101.29
Group B,106.11
Group B,114.88
Group B,109.23
Group B,125.19
Group B,86.26
Group B,113.94
Group B,127.34
Group B,102.24
Group B,101.61
Group B,101.54
Group B,122.28
Group B,96.8
Group B,77.93
Group B,120.5
Group B,68.49
Group B,97.9
Group B,112.01
Group B,76.95
Group B,61.85
Group B,99.61
Group B,88.56
Group B,83.72
Group B,95.34
Group B,114.22
Group B,125.46
Group B,124.17
Group B,121.49
Group B,98.85
Group B,97.29
Group B,112.54
Group B,79.04
Group B,76.14
Group B,109.25
Group B,123.2
Group B,111.3
Group B,109.72
Group B,85.25
Group B,76.2
Group B,115.72
Group B,76.46
Group B,81.3
Group B,90.9
Group B,78.72
Group B,97.87
Group B,104.01
Group B,116.37
Group B,82.72
Group B,102.29
Group B,64.1
Group B,88.1
Group B,86.35
Group B,79.71
Group B,109.51
Group B,119.6
Group B,103.07
Group B,88.13
Group B,104.28
Group B,115.31
Group B,104.55
Group B,97.96
Group B,102.8
Group B,114.17
Group B,90.9
Group B,110.02
Group B,100.85
Group B,91.32
Group B,125.17
Group B,95.38
Group B,96.98
Group B,99.8
Group B,115.93
Group B,118.71
Group B,104.19
Group B,83.78
Group B,71.07
Group B,133.28
Group B,113.21
Group B,106.83
Group B,115.2
Group B,101.52
Group B,100.1
Group B,96.42
Group B,109.61
Group B,75.17
Group B,87.67
Group B,87.53
Group B,103.68
Group B,109.46
Group B,76.66
Group B,102.04
Group B,119.28
Group B,83.11
Group B,97.55
Group B,92.81
Group B,104.6
Group B,109.66
Group B,120.54
Group B,116.68
Group B,97.64
Group B,94.53
Group B,74.62
Group B,108.08
Group B,119.82
Group B,104.43
Group B,104.24
Group B,130.48
Group B,89.3
Group B,85.39
Group B,114.01
Group B,72.88
Group B,79.35
Group B,107.59
Group B,106.31
Group B,107.79
Group B,90.63
Group B,113.6
Group B,97.15
Group B,111.46
Group B,114.28
Group B,127.19
Group B,97.82
Group B,96.36
Group B,91.14
Group B,85.34
Group B,105.83
Group B,99.91
Group B,117.67
Group B,115.81
Group B,103.47
Group B,121.78
Group B,97.03
Group B,125.61
Group B,150.36
Group B,104.04
Group B,115.61
Group B,112.83
Group B,111.19
Group B,81.38
Group B,114.28
Group B,77.65
Group B,115.04
Group B,77.84
Group B,95.99
Group B,103.66
Group B,90.47
Group B,123.98
Group B,96.27
Group B,81.45
Group B,75.43
Group B,97.58
Group B,100.55
Group B,118.48
Group B,95.95
Group B,92.12
Group B,100.89
Group B,86.18
Group B,118.85
Group B,120.13
Group B,84.7
Group B,120.99
Group B,106.32
Group B,115.03
Group B,73.27
Group B,86.84
Group B,113.84
Group B,90.25
Group B,101.12
Group B,98.75
Group B,125.44
Group B,61.59
Group B,106.8
Group B,93.54
Group B,90.66
Group B,91.33
Group B,91.96
Group B,125.46
Group B,88.48
Group B,121.47
Group B,109.46
Group B,105.51
Group B,68.6
Group B,106.36
Group B,85.35
Group B,95.09
Group B,127.77
Group B,119.53
Group B,99.95
Group B,90.57
Group B,110.26
Group B,116.06
Group B,82.71
Group B,136.32
Group B,81.15
Group B,115.66
Group B,126.35
Group B,98.38
Group B,98.7
Group B,92.32
Group B,93.32
Group B,104.23
Group B,78.43
Group B,105.06
Group B,102.34
Group B,96.38
Group B,93.64
Group B,92.78
Group B,120.83
Group B,85.23
Group B,103.38
Group B,102.55
Group B,104.83
Group B,96.93
Group B,120.93
Group B,110.58
Group B,114.49
Group B,103.79
Group B,103.91
Group B,108.98
Group B,75.64
Group B,104.57
Group B,119.26
Group B,126.02
Group B,100.28
Group B,98.37
Group B,97.26
Group B,108.92
Group B,114.8
Group B,118.43
Group B,101.43
Group B,98.18
Group B,113.38
Group B,85.89
Group B,90.57
Group B,107.87
Group B,110.16
Group B,96.05
Group B,89.9
Group B,98.26
Group B,79.14
Group B,96.14
Group B,88.19
Group B,94.55
Group B,101.43
Group B,106.49
Group B,94.22
Group B,74.22
Group B,130.14
Group B,108.34
Group B,95.13
Group B,109.94
Group B,80.74
Group B,93.71
Group B,120.45
Group B,107.52
Group B,93.52
Group B,103.72
Group B,96.02
Group B,90.37
Group B,113.73
Group B,98.93
Group B,95.53
Group B,108.78
Group B,88.76
Group B,84.91
Group B,109.22
Group B,127.31
Group B,95.99
Group B,106.06
Group B,74.58
Group B,98.88
Group B,92.44
Group B,90.14
Group B,79.64
Group B,110.08
Group B,112.13
Group B,107.96
Group B,108.32
Group B,97.2
Group B,105.1
Group B,114.5
Group B,102.82
Group B,85.16
Group B,92.13
Group B,106.2
Group B,93.07
Group B,114.15
Group B,95.95
Group B,111.35
Group B,120.94
Group B,70.79
Group B,108.1
Group B,90.18
Group B,122.09
Group B,96.02
Group B,99.74
Group B,86.14
Group B,94.87
Group B,70.95
Group B,110.92
Group B,105.12
Group B,108.67
Group B,72.11
Group B,112.08
Group B,91.3
Group B,121.49
Group B,99.93
Group B,105.25
Group B,101.01
Group B,115.24
Group B,115.66
Group B,94.99
Group B,121.83
Group B,96.89
Group B,94.44
Group B,94.95
Group B,95.23
Group B,100.87
Group B,99.7
Group B,120.12
Group B,124.1
Group B,124.51
Group B,108.45
Group B,73.19
Group B,99.66
Group B,115.88
Group B,106.09
Group B,92.03
Group B,96.51
Group B,86.47
Group B,118.38
Group B,107.54
Group B,91.83
Group B,77.17
Group B,67.93
Group B,64.94
Group B,82.3
Group B,100.03
Group B,120.0
Group B,111.06
Group B,84.65
Group B,115.44
Group B,108.39
Group B,84.3
Group B,90.35
Group B,144.99
Group B,96.16
Group B,104.09
Group B,75.94
Group B,78.56
Group B,114.61
Group B,97.88
Group B,113.35
Group B,112.55
Group B,116.44
Group B,112.19
Group B,106.6
Group B,88.69
Group B,108.16
Group B,74.15
Group B,96.21
Group B,78.85
Group B,114.65
Group B,90.43
Group B,86.72
Group B,142.43
Group B,107.78
Group B,115.25
Group B,100.74
Group B,104.27
Group B,111.13
Group B,82.51
Group B,73.43
Group B,123.1
